"calendar_year","exp_unit","richness","Evar"
2013,"CDR::e001::A::9::6::2013",7,0.0963709282983836
1982,"CDR::e001::B::1::1::1982",7,0.0896030778983841
1983,"CDR::e001::B::1::1::1983",6,0.0535855123326124
1984,"CDR::e001::B::1::1::1984",10,0.0734844924866931
1985,"CDR::e001::B::1::1::1985",7,0.0681545294745299
1986,"CDR::e001::B::1::1::1986",8,0.0640047531477219
1987,"CDR::e001::B::1::1::1987",6,0.0671644171113673
1988,"CDR::e001::B::1::1::1988",4,0.156075661808732
1989,"CDR::e001::B::1::1::1989",5,0.07296999328202
1990,"CDR::e001::B::1::1::1990",4,0.283870800295921
1991,"CDR::e001::B::1::1::1991",5,0.149707449212631
1992,"CDR::e001::B::1::1::1992",8,0.110479214295077
1993,"CDR::e001::B::1::1::1993",12,0.162407367651852
1994,"CDR::e001::B::1::1::1994",8,0.145452888713431
1995,"CDR::e001::B::1::1::1995",11,0.140629951621541
1996,"CDR::e001::B::1::1::1996",11,0.0918694354836381
1997,"CDR::e001::B::1::1::1997",10,0.15908572016923
1998,"CDR::e001::B::1::1::1998",8,0.103438808213832
1999,"CDR::e001::B::1::1::1999",7,0.20610220157775
2000,"CDR::e001::B::1::1::2000",10,0.174483044119414
2001,"CDR::e001::B::1::1::2001",13,0.142079611700208
2002,"CDR::e001::B::1::1::2002",12,0.114643290395862
2003,"CDR::e001::B::1::1::2003",12,0.129868494365087
2004,"CDR::e001::B::1::1::2004",10,0.261039148183355
2008,"CDR::e001::B::1::1::2008",14,0.288104862219906
2013,"CDR::e001::B::1::1::2013",11,0.327626072542647
1982,"CDR::e001::B::10::2::1982",9,0.126977146755173
1983,"CDR::e001::B::10::2::1983",10,0.116427975055698
1984,"CDR::e001::B::10::2::1984",7,0.222803080165919
1985,"CDR::e001::B::10::2::1985",10,0.092835526643307
1986,"CDR::e001::B::10::2::1986",14,0.159266895632409
1987,"CDR::e001::B::10::2::1987",10,0.10966285844761
1988,"CDR::e001::B::10::2::1988",4,0.258622677026631
1989,"CDR::e001::B::10::2::1989",3,0.248646192747856
1990,"CDR::e001::B::10::2::1990",5,0.127171328552317
1991,"CDR::e001::B::10::2::1991",6,0.0787969290627721
1992,"CDR::e001::B::10::2::1992",6,0.0514819760033262
1993,"CDR::e001::B::10::2::1993",7,0.0766469938408822
1994,"CDR::e001::B::10::2::1994",4,0.0856195404431138
1995,"CDR::e001::B::10::2::1995",5,0.185169696083524
1996,"CDR::e001::B::10::2::1996",7,0.0560145700608933
1997,"CDR::e001::B::10::2::1997",8,0.0848025806024632
1998,"CDR::e001::B::10::2::1998",3,0.805882171188791
1999,"CDR::e001::B::10::2::1999",5,0.159964748641086
2000,"CDR::e001::B::10::2::2000",6,0.129346737772883
2001,"CDR::e001::B::10::2::2001",5,0.237821597106052
2002,"CDR::e001::B::10::2::2002",6,0.360968991305899
2003,"CDR::e001::B::10::2::2003",3,0.101538239725236
2004,"CDR::e001::B::10::2::2004",5,0.724245406954173
2008,"CDR::e001::B::10::2::2008",6,0.443269691567348
2013,"CDR::e001::B::10::2::2013",9,0.0896386011686365
1982,"CDR::e001::B::11::1::1982",11,0.152870646680034
1983,"CDR::e001::B::11::1::1983",11,0.110997776173011
1984,"CDR::e001::B::11::1::1984",8,0.232170313407713
1985,"CDR::e001::B::11::1::1985",11,0.101715550863028
1986,"CDR::e001::B::11::1::1986",11,0.159585539900384
1987,"CDR::e001::B::11::1::1987",10,0.10545695138798
1988,"CDR::e001::B::11::1::1988",4,0.0853709072805022
1989,"CDR::e001::B::11::1::1989",8,0.174656948743095
1990,"CDR::e001::B::11::1::1990",9,0.174125222368421
1991,"CDR::e001::B::11::1::1991",9,0.0973858477227268
1992,"CDR::e001::B::11::1::1992",11,0.105637731216441
1993,"CDR::e001::B::11::1::1993",12,0.101971606742667
1994,"CDR::e001::B::11::1::1994",9,0.119661443238055
1995,"CDR::e001::B::11::1::1995",8,0.121553112048258
1996,"CDR::e001::B::11::1::1996",10,0.0746617808147105
1997,"CDR::e001::B::11::1::1997",11,0.13402921561697
1998,"CDR::e001::B::11::1::1998",9,0.0951236457437817
1999,"CDR::e001::B::11::1::1999",7,0.120638562537324
2000,"CDR::e001::B::11::1::2000",8,0.392522520611419
2001,"CDR::e001::B::11::1::2001",8,0.0799103200375544
2002,"CDR::e001::B::11::1::2002",9,0.108932027421541
2003,"CDR::e001::B::11::1::2003",4,0.276778344373309
2004,"CDR::e001::B::11::1::2004",6,0.104309886809673
2008,"CDR::e001::B::11::1::2008",10,0.271029560565343
2013,"CDR::e001::B::11::1::2013",8,0.142327430192144
1982,"CDR::e001::B::12::9::1982",8,0.0994897935910545
1983,"CDR::e001::B::12::9::1983",11,0.102426033568031
1984,"CDR::e001::B::12::9::1984",10,0.100188197644127
1985,"CDR::e001::B::12::9::1985",6,0.0621638957985573
1986,"CDR::e001::B::12::9::1986",8,0.0733348174756928
1987,"CDR::e001::B::12::9::1987",7,0.204217796739679
1988,"CDR::e001::B::12::9::1988",5,0.144322542867841
1989,"CDR::e001::B::12::9::1989",5,0.173868760770176
1990,"CDR::e001::B::12::9::1990",7,0.11080013223692
1991,"CDR::e001::B::12::9::1991",7,0.0652877826120695
1992,"CDR::e001::B::12::9::1992",4,0.0750942839391452
1993,"CDR::e001::B::12::9::1993",8,0.149270623711134
1994,"CDR::e001::B::12::9::1994",4,0.114881057401857
1995,"CDR::e001::B::12::9::1995",5,0.185043003845608
1996,"CDR::e001::B::12::9::1996",5,0.157374286519224
1997,"CDR::e001::B::12::9::1997",5,0.194363619711738
1998,"CDR::e001::B::12::9::1998",6,0.101978804246297
1999,"CDR::e001::B::12::9::1999",5,0.193549828001555
2000,"CDR::e001::B::12::9::2000",7,0.160416021024006
2001,"CDR::e001::B::12::9::2001",4,0.246227348393107
2002,"CDR::e001::B::12::9::2002",8,0.0904125249008638
2003,"CDR::e001::B::12::9::2003",7,0.0975730596330082
2004,"CDR::e001::B::12::9::2004",8,0.213470947285738
2008,"CDR::e001::B::12::9::2008",11,0.195241262300055
2013,"CDR::e001::B::12::9::2013",10,0.187656451027068
1982,"CDR::e001::B::13::2::1982",12,0.127439599055642
1983,"CDR::e001::B::13::2::1983",12,0.194086278358378
1984,"CDR::e001::B::13::2::1984",8,0.121062791076288
1985,"CDR::e001::B::13::2::1985",11,0.0845043096916078
1986,"CDR::e001::B::13::2::1986",12,0.0861942817868444
1987,"CDR::e001::B::13::2::1987",3,0.676810094620551
1988,"CDR::e001::B::13::2::1988",3,0.434703430052421
1989,"CDR::e001::B::13::2::1989",5,0.130238001558644
1990,"CDR::e001::B::13::2::1990",7,0.0891875285748182
1991,"CDR::e001::B::13::2::1991",7,0.0776762955018487
1992,"CDR::e001::B::13::2::1992",5,0.0668582677332947
1993,"CDR::e001::B::13::2::1993",9,0.0744196141462522
1994,"CDR::e001::B::13::2::1994",4,0.105831942547474
1995,"CDR::e001::B::13::2::1995",5,0.202739370885448
1996,"CDR::e001::B::13::2::1996",6,0.0584507975188514
1997,"CDR::e001::B::13::2::1997",7,0.170069747836393
1998,"CDR::e001::B::13::2::1998",4,0.67501309177982
1999,"CDR::e001::B::13::2::1999",8,0.0959242273108318
2000,"CDR::e001::B::13::2::2000",6,0.129814038201865
2001,"CDR::e001::B::13::2::2001",6,0.151047808661096
2002,"CDR::e001::B::13::2::2002",4,0.630870863086776
2003,"CDR::e001::B::13::2::2003",4,0.198216261641333
2004,"CDR::e001::B::13::2::2004",8,0.0877022504760556
2008,"CDR::e001::B::13::2::2008",6,0.313647643915225
2013,"CDR::e001::B::13::2::2013",10,0.132599313824858
1982,"CDR::e001::B::14::4::1982",15,0.112171402499507
1983,"CDR::e001::B::14::4::1983",13,0.117953065438909
1984,"CDR::e001::B::14::4::1984",11,0.0739787544578545
1985,"CDR::e001::B::14::4::1985",9,0.067538505847886
1986,"CDR::e001::B::14::4::1986",4,0.292679385596673
1987,"CDR::e001::B::14::4::1987",4,0.298807162799013
1988,"CDR::e001::B::14::4::1988",6,0.0921487405728043
1989,"CDR::e001::B::14::4::1989",3,0.824027063353331
1990,"CDR::e001::B::14::4::1990",5,0.0909625297005137
1991,"CDR::e001::B::14::4::1991",6,0.224495212638874
1992,"CDR::e001::B::14::4::1992",5,0.0996553870775191
1993,"CDR::e001::B::14::4::1993",7,0.0634357326351671
1994,"CDR::e001::B::14::4::1994",5,0.0997498428191758
1995,"CDR::e001::B::14::4::1995",6,0.129888954679325
1996,"CDR::e001::B::14::4::1996",6,0.141734459182717
1997,"CDR::e001::B::14::4::1997",7,0.122503196164313
1998,"CDR::e001::B::14::4::1998",4,0.290028197868525
1999,"CDR::e001::B::14::4::1999",5,0.164460728718205
2000,"CDR::e001::B::14::4::2000",4,0.465524714582748
2001,"CDR::e001::B::14::4::2001",5,0.15096233899276
2002,"CDR::e001::B::14::4::2002",6,0.167537843965132
2003,"CDR::e001::B::14::4::2003",3,0.560409474050969
2004,"CDR::e001::B::14::4::2004",5,0.0767456898913106
2008,"CDR::e001::B::14::4::2008",6,0.120730169362577
2013,"CDR::e001::B::14::4::2013",8,0.125432013689852
1982,"CDR::e001::B::15::7::1982",17,0.129818979071613
1983,"CDR::e001::B::15::7::1983",10,0.135474032711791
1984,"CDR::e001::B::15::7::1984",7,0.0619581025870873
1985,"CDR::e001::B::15::7::1985",4,0.312345587966426
1986,"CDR::e001::B::15::7::1986",6,0.0516890141740338
1987,"CDR::e001::B::15::7::1987",4,0.047427198874014
1988,"CDR::e001::B::15::7::1988",4,0.17077537303844
1989,"CDR::e001::B::15::7::1989",2,0.0489315189051561
1990,"CDR::e001::B::15::7::1990",2,0.0354637785297931
1991,"CDR::e001::B::15::7::1991",2,0.123892692218885
1992,"CDR::e001::B::15::7::1992",1,NA
1993,"CDR::e001::B::15::7::1993",2,0.219841608336783
1994,"CDR::e001::B::15::7::1994",2,0.454560668780443
1995,"CDR::e001::B::15::7::1995",3,0.0239156719035125
1996,"CDR::e001::B::15::7::1996",2,0.300989784405794
1997,"CDR::e001::B::15::7::1997",2,0.080162680402441
1998,"CDR::e001::B::15::7::1998",2,0.445492193467708
1999,"CDR::e001::B::15::7::1999",2,0.347064985633474
2000,"CDR::e001::B::15::7::2000",2,0.505822613315311
2001,"CDR::e001::B::15::7::2001",2,0.141724584826671
2002,"CDR::e001::B::15::7::2002",2,0.176267847952055
2003,"CDR::e001::B::15::7::2003",2,0.0886957980669126
2004,"CDR::e001::B::15::7::2004",4,0.182899019707548
2008,"CDR::e001::B::15::7::2008",3,0.0682317106036484
2013,"CDR::e001::B::15::7::2013",6,0.132771376560707
1982,"CDR::e001::B::16::6::1982",18,0.17657851952764
1983,"CDR::e001::B::16::6::1983",13,0.129228633111881
1984,"CDR::e001::B::16::6::1984",13,0.134385193298317
1985,"CDR::e001::B::16::6::1985",7,0.12439859021933
1986,"CDR::e001::B::16::6::1986",6,0.0819081093584926
1987,"CDR::e001::B::16::6::1987",4,0.890068760877384
1988,"CDR::e001::B::16::6::1988",2,0.416189750312647
1989,"CDR::e001::B::16::6::1989",4,0.187206465532424
1990,"CDR::e001::B::16::6::1990",3,0.100243555257721
1991,"CDR::e001::B::16::6::1991",5,0.0966046701514278
1992,"CDR::e001::B::16::6::1992",3,0.0826430896349543
1993,"CDR::e001::B::16::6::1993",3,0.0532244601666448
1994,"CDR::e001::B::16::6::1994",4,0.0999746637310701
1995,"CDR::e001::B::16::6::1995",5,0.0585495056963503
1996,"CDR::e001::B::16::6::1996",5,0.0932055217419259
1997,"CDR::e001::B::16::6::1997",3,0.0543628052104426
1998,"CDR::e001::B::16::6::1998",3,0.134045780609526
1999,"CDR::e001::B::16::6::1999",2,0.997783215694205
2000,"CDR::e001::B::16::6::2000",2,0.897913755862278
2001,"CDR::e001::B::16::6::2001",2,0.999505791043329
2002,"CDR::e001::B::16::6::2002",2,0.795607652723288
2003,"CDR::e001::B::16::6::2003",2,0.807971655945183
2004,"CDR::e001::B::16::6::2004",4,0.214929732985492
2008,"CDR::e001::B::16::6::2008",2,0.285668675242387
2013,"CDR::e001::B::16::6::2013",3,0.185715643777238
1982,"CDR::e001::B::17::1::1982",10,0.130779096361629
1983,"CDR::e001::B::17::1::1983",8,0.16265285370178
1984,"CDR::e001::B::17::1::1984",12,0.139913420700387
1985,"CDR::e001::B::17::1::1985",9,0.110112124487391
1986,"CDR::e001::B::17::1::1986",12,0.0637416360292028
1987,"CDR::e001::B::17::1::1987",8,0.12513856276469
1988,"CDR::e001::B::17::1::1988",8,0.112534755925395
1989,"CDR::e001::B::17::1::1989",7,0.118854875184508
1990,"CDR::e001::B::17::1::1990",15,0.120465470726885
1991,"CDR::e001::B::17::1::1991",9,0.0819005283917811
1992,"CDR::e001::B::17::1::1992",13,0.141485633256453
1993,"CDR::e001::B::17::1::1993",12,0.130362549281781
1994,"CDR::e001::B::17::1::1994",7,0.0789821408830047
1995,"CDR::e001::B::17::1::1995",12,0.137549186530952
1996,"CDR::e001::B::17::1::1996",8,0.0852363594583119
1997,"CDR::e001::B::17::1::1997",9,0.213467475820338
1998,"CDR::e001::B::17::1::1998",2,0.363241648084469
1999,"CDR::e001::B::17::1::1999",11,0.0812251924927214
2000,"CDR::e001::B::17::1::2000",8,0.0831465463913472
2001,"CDR::e001::B::17::1::2001",7,0.120552371068368
2002,"CDR::e001::B::17::1::2002",6,0.0928558723427996
2003,"CDR::e001::B::17::1::2003",4,0.227845020670709
2004,"CDR::e001::B::17::1::2004",11,0.115847065617658
2008,"CDR::e001::B::17::1::2008",9,0.139538087270118
2013,"CDR::e001::B::17::1::2013",9,0.16363015001987
1982,"CDR::e001::B::18::7::1982",13,0.270850418515719
1983,"CDR::e001::B::18::7::1983",6,0.0600857467098266
1984,"CDR::e001::B::18::7::1984",9,0.0696559017521202
1985,"CDR::e001::B::18::7::1985",6,0.087245904254362
1986,"CDR::e001::B::18::7::1986",5,0.0644391342919471
1987,"CDR::e001::B::18::7::1987",4,0.0694746940935735
1988,"CDR::e001::B::18::7::1988",3,0.209928785027442
1989,"CDR::e001::B::18::7::1989",2,0.0601783033149291
1990,"CDR::e001::B::18::7::1990",3,0.0540419817474002
1991,"CDR::e001::B::18::7::1991",3,0.142364842309888
1992,"CDR::e001::B::18::7::1992",4,0.0439367961983299
1993,"CDR::e001::B::18::7::1993",5,0.0867194293956342
1994,"CDR::e001::B::18::7::1994",4,0.081459529665933
1995,"CDR::e001::B::18::7::1995",4,0.0650196641386865
1996,"CDR::e001::B::18::7::1996",2,0.474747588017031
1997,"CDR::e001::B::18::7::1997",2,0.543089637015787
1998,"CDR::e001::B::18::7::1998",4,0.0885771553926372
1999,"CDR::e001::B::18::7::1999",3,0.613111003789791
2000,"CDR::e001::B::18::7::2000",2,0.969040961219449
2001,"CDR::e001::B::18::7::2001",3,0.0808582059835594
2002,"CDR::e001::B::18::7::2002",2,0.160934398758303
2003,"CDR::e001::B::18::7::2003",2,0.156566341169294
2004,"CDR::e001::B::18::7::2004",3,0.133312201627092
2008,"CDR::e001::B::18::7::2008",3,0.150782341665077
2013,"CDR::e001::B::18::7::2013",5,0.0601154379059133
1982,"CDR::e001::B::19::6::1982",17,0.204699607251283
1983,"CDR::e001::B::19::6::1983",11,0.111743190219632
1984,"CDR::e001::B::19::6::1984",10,0.124450048183982
1985,"CDR::e001::B::19::6::1985",7,0.053086794940737
1986,"CDR::e001::B::19::6::1986",5,0.0735756808177496
1987,"CDR::e001::B::19::6::1987",7,0.133799204987569
1988,"CDR::e001::B::19::6::1988",4,0.10950122816068
1989,"CDR::e001::B::19::6::1989",5,0.174147052642889
1990,"CDR::e001::B::19::6::1990",4,0.171740321106949
1991,"CDR::e001::B::19::6::1991",5,0.130855514830564
1992,"CDR::e001::B::19::6::1992",3,0.212048456694227
1993,"CDR::e001::B::19::6::1993",3,0.299776189090029
1994,"CDR::e001::B::19::6::1994",3,0.0964933797519096
1995,"CDR::e001::B::19::6::1995",2,0.797846095014211
1996,"CDR::e001::B::19::6::1996",3,0.0832589752196611
1997,"CDR::e001::B::19::6::1997",2,0.285145744572371
1998,"CDR::e001::B::19::6::1998",3,0.294977201746964
1999,"CDR::e001::B::19::6::1999",2,0.955829462783849
2000,"CDR::e001::B::19::6::2000",2,0.999997076716114
2001,"CDR::e001::B::19::6::2001",3,0.160554045155789
2002,"CDR::e001::B::19::6::2002",3,0.147130862567953
2003,"CDR::e001::B::19::6::2003",3,0.0710907043116159
2004,"CDR::e001::B::19::6::2004",4,0.0707232988353118
2008,"CDR::e001::B::19::6::2008",3,0.094883024400594
2013,"CDR::e001::B::19::6::2013",4,0.0857787469382433
1982,"CDR::e001::B::2::4::1982",10,0.0955175567223286
1983,"CDR::e001::B::2::4::1983",7,0.116528599066868
1984,"CDR::e001::B::2::4::1984",6,0.126662167380543
1985,"CDR::e001::B::2::4::1985",5,0.0632783716136931
1986,"CDR::e001::B::2::4::1986",6,0.0503714051172706
1987,"CDR::e001::B::2::4::1987",4,0.101559295210349
1988,"CDR::e001::B::2::4::1988",5,0.0778639760765856
1989,"CDR::e001::B::2::4::1989",3,0.340884339561195
1990,"CDR::e001::B::2::4::1990",3,0.234884552163049
1991,"CDR::e001::B::2::4::1991",5,0.0597652453729238
1992,"CDR::e001::B::2::4::1992",5,0.444392865307505
1993,"CDR::e001::B::2::4::1993",9,0.107001842535884
1994,"CDR::e001::B::2::4::1994",4,0.254089625094199
1995,"CDR::e001::B::2::4::1995",8,0.0742586651981985
1996,"CDR::e001::B::2::4::1996",5,0.118591771540678
1997,"CDR::e001::B::2::4::1997",7,0.0823242064248018
1998,"CDR::e001::B::2::4::1998",3,0.938209695837001
1999,"CDR::e001::B::2::4::1999",6,0.105622627151535
2000,"CDR::e001::B::2::4::2000",7,0.0611995994401742
2001,"CDR::e001::B::2::4::2001",3,0.676963063732237
2002,"CDR::e001::B::2::4::2002",4,0.593154569450918
2003,"CDR::e001::B::2::4::2003",5,0.102623662216135
2004,"CDR::e001::B::2::4::2004",5,0.0908205687348738
2008,"CDR::e001::B::2::4::2008",6,0.240671560423195
2013,"CDR::e001::B::2::4::2013",7,0.230158653228688
1982,"CDR::e001::B::20::3::1982",16,0.218175576808803
1983,"CDR::e001::B::20::3::1983",15,0.0952274739327474
1984,"CDR::e001::B::20::3::1984",17,0.112194903966256
1985,"CDR::e001::B::20::3::1985",12,0.0862701531660806
1986,"CDR::e001::B::20::3::1986",16,0.0783913993352923
1987,"CDR::e001::B::20::3::1987",8,0.103290957571638
1988,"CDR::e001::B::20::3::1988",5,0.184537699334389
1989,"CDR::e001::B::20::3::1989",5,0.136215120078803
1990,"CDR::e001::B::20::3::1990",4,0.161920286614866
1991,"CDR::e001::B::20::3::1991",8,0.0499576839613218
1992,"CDR::e001::B::20::3::1992",4,0.722322702910796
1993,"CDR::e001::B::20::3::1993",9,0.0463443679865626
1994,"CDR::e001::B::20::3::1994",6,0.0841860349055602
1995,"CDR::e001::B::20::3::1995",8,0.119746606938385
1996,"CDR::e001::B::20::3::1996",7,0.0635056472888202
1997,"CDR::e001::B::20::3::1997",7,0.26770112889849
1998,"CDR::e001::B::20::3::1998",5,0.216236580393518
1999,"CDR::e001::B::20::3::1999",5,0.102978772743609
2000,"CDR::e001::B::20::3::2000",6,0.138240330679679
2001,"CDR::e001::B::20::3::2001",3,0.987303263926308
2002,"CDR::e001::B::20::3::2002",7,0.0600158347401466
2003,"CDR::e001::B::20::3::2003",4,0.237704163927887
2004,"CDR::e001::B::20::3::2004",6,0.336567818324687
2008,"CDR::e001::B::20::3::2008",9,0.164577694207491
2013,"CDR::e001::B::20::3::2013",11,0.122314072660808
1982,"CDR::e001::B::21::9::1982",12,0.175442606443639
1983,"CDR::e001::B::21::9::1983",13,0.0931336391954749
1984,"CDR::e001::B::21::9::1984",12,0.105335744190133
1985,"CDR::e001::B::21::9::1985",12,0.081228127344728
1986,"CDR::e001::B::21::9::1986",10,0.072696642001958
1987,"CDR::e001::B::21::9::1987",8,0.0655176253546996
1988,"CDR::e001::B::21::9::1988",8,0.196979803462318
1989,"CDR::e001::B::21::9::1989",7,0.0908086087928869
1990,"CDR::e001::B::21::9::1990",10,0.115625322828783
1991,"CDR::e001::B::21::9::1991",7,0.0845480183913661
1992,"CDR::e001::B::21::9::1992",10,0.11418408971837
1993,"CDR::e001::B::21::9::1993",14,0.0950689486442352
1994,"CDR::e001::B::21::9::1994",12,0.123279703314086
1995,"CDR::e001::B::21::9::1995",10,0.143389999675078
1996,"CDR::e001::B::21::9::1996",9,0.103137363262535
1997,"CDR::e001::B::21::9::1997",7,0.155662421479702
1998,"CDR::e001::B::21::9::1998",6,0.0913809993038953
1999,"CDR::e001::B::21::9::1999",8,0.0910935181538693
2000,"CDR::e001::B::21::9::2000",8,0.0898662062023745
2001,"CDR::e001::B::21::9::2001",10,0.0972916742588671
2002,"CDR::e001::B::21::9::2002",7,0.312812829383448
2003,"CDR::e001::B::21::9::2003",10,0.262276962379514
2004,"CDR::e001::B::21::9::2004",7,0.393176861179569
2008,"CDR::e001::B::21::9::2008",11,0.172251704845236
2013,"CDR::e001::B::21::9::2013",12,0.0766912864488775
1982,"CDR::e001::B::22::8::1982",9,0.0776522394068045
1983,"CDR::e001::B::22::8::1983",6,0.0873054162192738
1984,"CDR::e001::B::22::8::1984",6,0.111833497112514
1985,"CDR::e001::B::22::8::1985",6,0.0581091841362678
1986,"CDR::e001::B::22::8::1986",3,0.336434508115439
1987,"CDR::e001::B::22::8::1987",3,0.0675841047864227
1988,"CDR::e001::B::22::8::1988",2,0.0730954392785126
1989,"CDR::e001::B::22::8::1989",1,NA
1990,"CDR::e001::B::22::8::1990",2,0.0510689949673384
1991,"CDR::e001::B::22::8::1991",1,NA
1992,"CDR::e001::B::22::8::1992",1,NA
1993,"CDR::e001::B::22::8::1993",2,0.0945345536914411
1994,"CDR::e001::B::22::8::1994",2,0.244687922310692
1995,"CDR::e001::B::22::8::1995",2,0.107754819357717
1996,"CDR::e001::B::22::8::1996",2,0.212007852291418
1997,"CDR::e001::B::22::8::1997",2,0.101011303234064
1998,"CDR::e001::B::22::8::1998",3,0.0470965136251674
1999,"CDR::e001::B::22::8::1999",2,0.288100384126527
2000,"CDR::e001::B::22::8::2000",2,0.054639690179074
2001,"CDR::e001::B::22::8::2001",3,0.227348689143448
2002,"CDR::e001::B::22::8::2002",3,0.0635244922243083
2003,"CDR::e001::B::22::8::2003",2,0.187866536329935
2004,"CDR::e001::B::22::8::2004",3,0.1122677088388
2008,"CDR::e001::B::22::8::2008",2,0.0344033420791714
2013,"CDR::e001::B::22::8::2013",1,NA
1982,"CDR::e001::B::23::3::1982",10,0.099239509642345
1983,"CDR::e001::B::23::3::1983",7,0.0605870189781194
1984,"CDR::e001::B::23::3::1984",6,0.0653530691698669
1985,"CDR::e001::B::23::3::1985",6,0.0767961865462066
1986,"CDR::e001::B::23::3::1986",4,0.0439116772300228
1987,"CDR::e001::B::23::3::1987",8,0.084212137627378
1988,"CDR::e001::B::23::3::1988",5,0.0845184764048231
1989,"CDR::e001::B::23::3::1989",5,0.175606455972606
1990,"CDR::e001::B::23::3::1990",5,0.154924541161769
1991,"CDR::e001::B::23::3::1991",7,0.0901062665857671
1992,"CDR::e001::B::23::3::1992",6,0.0741712865729302
1993,"CDR::e001::B::23::3::1993",8,0.0869088442796717
1994,"CDR::e001::B::23::3::1994",7,0.138051653023604
1995,"CDR::e001::B::23::3::1995",8,0.239113579506487
1996,"CDR::e001::B::23::3::1996",9,0.16578221250234
1997,"CDR::e001::B::23::3::1997",7,0.146795105689096
1998,"CDR::e001::B::23::3::1998",5,0.160534015908456
1999,"CDR::e001::B::23::3::1999",7,0.179558248598477
2000,"CDR::e001::B::23::3::2000",6,0.231371606130303
2001,"CDR::e001::B::23::3::2001",4,0.415159619900655
2002,"CDR::e001::B::23::3::2002",6,0.195343506460462
2003,"CDR::e001::B::23::3::2003",4,0.764744238971615
2004,"CDR::e001::B::23::3::2004",4,0.0826228311540352
2008,"CDR::e001::B::23::3::2008",6,0.44571053890756
2013,"CDR::e001::B::23::3::2013",9,0.13689284578641
1982,"CDR::e001::B::24::4::1982",11,0.116583492044022
1983,"CDR::e001::B::24::4::1983",7,0.0893685699319104
1984,"CDR::e001::B::24::4::1984",9,0.263638059155843
1985,"CDR::e001::B::24::4::1985",6,0.0450754021231166
1986,"CDR::e001::B::24::4::1986",6,0.119705500331124
1987,"CDR::e001::B::24::4::1987",6,0.0844030625905337
1988,"CDR::e001::B::24::4::1988",4,0.900788978408026
1989,"CDR::e001::B::24::4::1989",3,0.890238731357644
1990,"CDR::e001::B::24::4::1990",4,0.690856106149475
1991,"CDR::e001::B::24::4::1991",4,0.0517196171894543
1992,"CDR::e001::B::24::4::1992",3,0.854306267481717
1993,"CDR::e001::B::24::4::1993",9,0.0989431219155686
1994,"CDR::e001::B::24::4::1994",6,0.0729525181607142
1995,"CDR::e001::B::24::4::1995",7,0.073291784063567
1996,"CDR::e001::B::24::4::1996",6,0.0765096686618874
1997,"CDR::e001::B::24::4::1997",5,0.176068145705565
1998,"CDR::e001::B::24::4::1998",4,0.308209388202133
1999,"CDR::e001::B::24::4::1999",5,0.102720691229861
2000,"CDR::e001::B::24::4::2000",5,0.0709788433317943
2001,"CDR::e001::B::24::4::2001",3,0.881871515035238
2002,"CDR::e001::B::24::4::2002",3,0.283030912434282
2003,"CDR::e001::B::24::4::2003",3,0.0809554886804542
2004,"CDR::e001::B::24::4::2004",4,0.0740586882302681
2008,"CDR::e001::B::24::4::2008",3,0.658982556243226
2013,"CDR::e001::B::24::4::2013",5,0.107684796387316
1982,"CDR::e001::B::25::3::1982",10,0.119392582579241
1983,"CDR::e001::B::25::3::1983",10,0.141663406736284
1984,"CDR::e001::B::25::3::1984",12,0.077903176763696
1985,"CDR::e001::B::25::3::1985",7,0.107210623451074
1986,"CDR::e001::B::25::3::1986",9,0.104072802901111
1987,"CDR::e001::B::25::3::1987",8,0.0971032438742077
1988,"CDR::e001::B::25::3::1988",5,0.286691591026822
1989,"CDR::e001::B::25::3::1989",7,0.215364589815788
1990,"CDR::e001::B::25::3::1990",4,0.290020380801392
1991,"CDR::e001::B::25::3::1991",6,0.271316099259092
1992,"CDR::e001::B::25::3::1992",4,0.700513900769518
1993,"CDR::e001::B::25::3::1993",9,0.0656517046890928
1994,"CDR::e001::B::25::3::1994",8,0.101324848078579
1995,"CDR::e001::B::25::3::1995",5,0.118388695334775
1996,"CDR::e001::B::25::3::1996",9,0.104075076129586
1997,"CDR::e001::B::25::3::1997",5,0.487419985421159
1998,"CDR::e001::B::25::3::1998",5,0.231809254732615
1999,"CDR::e001::B::25::3::1999",5,0.258116302844174
2000,"CDR::e001::B::25::3::2000",5,0.0927299728599965
2001,"CDR::e001::B::25::3::2001",5,0.392631566354286
2002,"CDR::e001::B::25::3::2002",5,0.264029665382343
2003,"CDR::e001::B::25::3::2003",4,0.287826815104016
2004,"CDR::e001::B::25::3::2004",6,0.056974465337004
2008,"CDR::e001::B::25::3::2008",7,0.111210386274247
2013,"CDR::e001::B::25::3::2013",9,0.132748549867401
1982,"CDR::e001::B::26::2::1982",7,0.0912464315380005
1983,"CDR::e001::B::26::2::1983",13,0.13464975795266
1984,"CDR::e001::B::26::2::1984",11,0.104262800885569
1985,"CDR::e001::B::26::2::1985",11,0.0781121882680392
1986,"CDR::e001::B::26::2::1986",10,0.0865306323366922
1987,"CDR::e001::B::26::2::1987",7,0.148425676847916
1988,"CDR::e001::B::26::2::1988",7,0.0957653789082397
1989,"CDR::e001::B::26::2::1989",5,0.0820530437559285
1990,"CDR::e001::B::26::2::1990",4,0.192178728074075
1991,"CDR::e001::B::26::2::1991",6,0.107025369842333
