"site_code","project_name","community_type","calendar_year","treatment_year","treatment","nutrients","light","carbon","water","other_manipulation","n","p","k","CO2","precip","temp","mow_clip","burn","herb_removal","management","other_trt","trt_details","successional","plant_mani","plant_trt","pulse","plot_mani","resource_mani","max_trt","public","factorial","trt_type"
"CDR","e001","C",2015,34,"6",1,0,0,0,0,9.52,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,0,1,0,"mult_nutrient"
"CDR","e001","C",2015,34,"7",1,0,0,0,0,17,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,0,1,0,"mult_nutrient"
"CDR","e001","C",2015,34,"8",1,0,0,0,0,27.2,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,1,1,0,"mult_nutrient"
"CDR","e001","C",2015,34,"9",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"0","0",0,0,0,0,0,1,1,1,0,"control"
"CDR","e001","D",1982,1,"1",1,0,0,0,0,0,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,4,1,1,1,0,"mult_nutrient"
"CDR","e001","D",1982,1,"2",1,0,0,0,0,1.02,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,0,1,0,"mult_nutrient"
"CDR","e001","D",1982,1,"3",1,0,0,0,0,2.04,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,0,1,0,"mult_nutrient"
"CDR","e001","D",1982,1,"4",1,0,0,0,0,3.4,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,0,1,0,"mult_nutrient"
"CDR","e001","D",1982,1,"5",1,0,0,0,0,5.44,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,0,1,0,"mult_nutrient"
"CDR","e001","D",1982,1,"6",1,0,0,0,0,9.52,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,0,1,0,"mult_nutrient"
"CDR","e001","D",1982,1,"7",1,0,0,0,0,17,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,0,1,0,"mult_nutrient"
"CDR","e001","D",1982,1,"8",1,0,0,0,0,27.2,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,1,1,0,"mult_nutrient"
"CDR","e001","D",1982,1,"9",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"0","0",0,0,0,0,0,1,1,1,0,"control"
"CDR","e001","D",1983,2,"1",1,0,0,0,0,0,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,4,1,1,1,0,"mult_nutrient"
"CDR","e001","D",1983,2,"2",1,0,0,0,0,1.02,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,0,1,0,"mult_nutrient"
"CDR","e001","D",1983,2,"3",1,0,0,0,0,2.04,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,0,1,0,"mult_nutrient"
"CDR","e001","D",1983,2,"4",1,0,0,0,0,3.4,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,0,1,0,"mult_nutrient"
"CDR","e001","D",1983,2,"5",1,0,0,0,0,5.44,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,0,1,0,"mult_nutrient"
"CDR","e001","D",1983,2,"6",1,0,0,0,0,9.52,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,0,1,0,"mult_nutrient"
"CDR","e001","D",1983,2,"7",1,0,0,0,0,17,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,0,1,0,"mult_nutrient"
"CDR","e001","D",1983,2,"8",1,0,0,0,0,27.2,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,1,1,0,"mult_nutrient"
"CDR","e001","D",1983,2,"9",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"0","0",0,0,0,0,0,1,1,1,0,"control"
"CDR","e001","D",1984,3,"1",1,0,0,0,0,0,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,4,1,1,1,0,"mult_nutrient"
"CDR","e001","D",1984,3,"2",1,0,0,0,0,1.02,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,0,1,0,"mult_nutrient"
"CDR","e001","D",1984,3,"3",1,0,0,0,0,2.04,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,0,1,0,"mult_nutrient"
"CDR","e001","D",1984,3,"4",1,0,0,0,0,3.4,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,0,1,0,"mult_nutrient"
"CDR","e001","D",1984,3,"5",1,0,0,0,0,5.44,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,0,1,0,"mult_nutrient"
"CDR","e001","D",1984,3,"6",1,0,0,0,0,9.52,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,0,1,0,"mult_nutrient"
"CDR","e001","D",1984,3,"7",1,0,0,0,0,17,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,0,1,0,"mult_nutrient"
"CDR","e001","D",1984,3,"8",1,0,0,0,0,27.2,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,1,1,0,"mult_nutrient"
"CDR","e001","D",1984,3,"9",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"0","0",0,0,0,0,0,1,1,1,0,"control"
"CDR","e001","D",1985,4,"1",1,0,0,0,0,0,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,4,1,1,1,0,"mult_nutrient"
"CDR","e001","D",1985,4,"2",1,0,0,0,0,1.02,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,0,1,0,"mult_nutrient"
"CDR","e001","D",1985,4,"3",1,0,0,0,0,2.04,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,0,1,0,"mult_nutrient"
"CDR","e001","D",1985,4,"4",1,0,0,0,0,3.4,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,0,1,0,"mult_nutrient"
"CDR","e001","D",1985,4,"5",1,0,0,0,0,5.44,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,0,1,0,"mult_nutrient"
"CDR","e001","D",1985,4,"6",1,0,0,0,0,9.52,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,0,1,0,"mult_nutrient"
"CDR","e001","D",1985,4,"7",1,0,0,0,0,17,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,0,1,0,"mult_nutrient"
"CDR","e001","D",1985,4,"8",1,0,0,0,0,27.2,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,1,1,0,"mult_nutrient"
"CDR","e001","D",1985,4,"9",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"0","0",0,0,0,0,0,1,1,1,0,"control"
"CDR","e001","D",1986,5,"1",1,0,0,0,0,0,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,4,1,1,1,0,"mult_nutrient"
"CDR","e001","D",1986,5,"2",1,0,0,0,0,1.02,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,0,1,0,"mult_nutrient"
"CDR","e001","D",1986,5,"3",1,0,0,0,0,2.04,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,0,1,0,"mult_nutrient"
"CDR","e001","D",1986,5,"4",1,0,0,0,0,3.4,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,0,1,0,"mult_nutrient"
"CDR","e001","D",1986,5,"5",1,0,0,0,0,5.44,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,0,1,0,"mult_nutrient"
"CDR","e001","D",1986,5,"6",1,0,0,0,0,9.52,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,0,1,0,"mult_nutrient"
"CDR","e001","D",1986,5,"7",1,0,0,0,0,17,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,0,1,0,"mult_nutrient"
"CDR","e001","D",1986,5,"8",1,0,0,0,0,27.2,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,1,1,0,"mult_nutrient"
"CDR","e001","D",1986,5,"9",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"0","0",0,0,0,0,0,1,1,1,0,"control"
"CDR","e001","D",1987,6,"1",1,0,0,0,0,0,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,4,1,1,1,0,"mult_nutrient"
"CDR","e001","D",1987,6,"2",1,0,0,0,0,1.02,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,0,1,0,"mult_nutrient"
"CDR","e001","D",1987,6,"3",1,0,0,0,0,2.04,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,0,1,0,"mult_nutrient"
"CDR","e001","D",1987,6,"4",1,0,0,0,0,3.4,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,0,1,0,"mult_nutrient"
"CDR","e001","D",1987,6,"5",1,0,0,0,0,5.44,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,0,1,0,"mult_nutrient"
"CDR","e001","D",1987,6,"6",1,0,0,0,0,9.52,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,0,1,0,"mult_nutrient"
"CDR","e001","D",1987,6,"7",1,0,0,0,0,17,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,0,1,0,"mult_nutrient"
"CDR","e001","D",1987,6,"8",1,0,0,0,0,27.2,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,1,1,0,"mult_nutrient"
"CDR","e001","D",1987,6,"9",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"0","0",0,0,0,0,0,1,1,1,0,"control"
"CDR","e001","D",1988,7,"1",1,0,0,0,0,0,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,4,1,1,1,0,"mult_nutrient"
"CDR","e001","D",1988,7,"2",1,0,0,0,0,1.02,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,0,1,0,"mult_nutrient"
"CDR","e001","D",1988,7,"3",1,0,0,0,0,2.04,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,0,1,0,"mult_nutrient"
"CDR","e001","D",1988,7,"4",1,0,0,0,0,3.4,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,0,1,0,"mult_nutrient"
"CDR","e001","D",1988,7,"5",1,0,0,0,0,5.44,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,0,1,0,"mult_nutrient"
"CDR","e001","D",1988,7,"6",1,0,0,0,0,9.52,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,0,1,0,"mult_nutrient"
"CDR","e001","D",1988,7,"7",1,0,0,0,0,17,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,0,1,0,"mult_nutrient"
"CDR","e001","D",1988,7,"8",1,0,0,0,0,27.2,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,1,1,0,"mult_nutrient"
"CDR","e001","D",1988,7,"9",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"0","0",0,0,0,0,0,1,1,1,0,"control"
"CDR","e001","D",1989,8,"1",1,0,0,0,0,0,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,4,1,1,1,0,"mult_nutrient"
"CDR","e001","D",1989,8,"2",1,0,0,0,0,1.02,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,0,1,0,"mult_nutrient"
"CDR","e001","D",1989,8,"3",1,0,0,0,0,2.04,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,0,1,0,"mult_nutrient"
"CDR","e001","D",1989,8,"4",1,0,0,0,0,3.4,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,0,1,0,"mult_nutrient"
"CDR","e001","D",1989,8,"5",1,0,0,0,0,5.44,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,0,1,0,"mult_nutrient"
"CDR","e001","D",1989,8,"6",1,0,0,0,0,9.52,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,0,1,0,"mult_nutrient"
"CDR","e001","D",1989,8,"7",1,0,0,0,0,17,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,0,1,0,"mult_nutrient"
"CDR","e001","D",1989,8,"8",1,0,0,0,0,27.2,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,1,1,0,"mult_nutrient"
"CDR","e001","D",1989,8,"9",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"0","0",0,0,0,0,0,1,1,1,0,"control"
"CDR","e001","D",1990,9,"1",1,0,0,0,0,0,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,4,1,1,1,0,"mult_nutrient"
"CDR","e001","D",1990,9,"2",1,0,0,0,0,1.02,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,0,1,0,"mult_nutrient"
"CDR","e001","D",1990,9,"3",1,0,0,0,0,2.04,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,0,1,0,"mult_nutrient"
"CDR","e001","D",1990,9,"4",1,0,0,0,0,3.4,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,0,1,0,"mult_nutrient"
"CDR","e001","D",1990,9,"5",1,0,0,0,0,5.44,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,0,1,0,"mult_nutrient"
"CDR","e001","D",1990,9,"6",1,0,0,0,0,9.52,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,0,1,0,"mult_nutrient"
"CDR","e001","D",1990,9,"7",1,0,0,0,0,17,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,0,1,0,"mult_nutrient"
"CDR","e001","D",1990,9,"8",1,0,0,0,0,27.2,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,1,1,0,"mult_nutrient"
"CDR","e001","D",1990,9,"9",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"0","0",0,0,0,0,0,1,1,1,0,"control"
"CDR","e001","D",1991,10,"1",1,0,0,0,0,0,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,4,1,1,1,0,"mult_nutrient"
"CDR","e001","D",1991,10,"2",1,0,0,0,0,1.02,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,0,1,0,"mult_nutrient"
"CDR","e001","D",1991,10,"3",1,0,0,0,0,2.04,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,0,1,0,"mult_nutrient"
"CDR","e001","D",1991,10,"4",1,0,0,0,0,3.4,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,0,1,0,"mult_nutrient"
"CDR","e001","D",1991,10,"5",1,0,0,0,0,5.44,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,0,1,0,"mult_nutrient"
"CDR","e001","D",1991,10,"6",1,0,0,0,0,9.52,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,0,1,0,"mult_nutrient"
"CDR","e001","D",1991,10,"7",1,0,0,0,0,17,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,0,1,0,"mult_nutrient"
"CDR","e001","D",1991,10,"8",1,0,0,0,0,27.2,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,1,1,0,"mult_nutrient"
"CDR","e001","D",1991,10,"9",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"0","0",0,0,0,0,0,1,1,1,0,"control"
"CDR","e001","D",1992,11,"1",1,0,0,0,0,0,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,4,1,1,1,0,"mult_nutrient"
"CDR","e001","D",1992,11,"2",1,0,0,0,0,1.02,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,0,1,0,"mult_nutrient"
"CDR","e001","D",1992,11,"3",1,0,0,0,0,2.04,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,0,1,0,"mult_nutrient"
"CDR","e001","D",1992,11,"4",1,0,0,0,0,3.4,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,0,1,0,"mult_nutrient"
"CDR","e001","D",1992,11,"5",1,0,0,0,0,5.44,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,0,1,0,"mult_nutrient"
"CDR","e001","D",1992,11,"6",1,0,0,0,0,9.52,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,0,1,0,"mult_nutrient"
"CDR","e001","D",1992,11,"7",1,0,0,0,0,17,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,0,1,0,"mult_nutrient"
"CDR","e001","D",1992,11,"8",1,0,0,0,0,27.2,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,1,1,0,"mult_nutrient"
"CDR","e001","D",1992,11,"9",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"0","0",0,0,0,0,0,1,1,1,0,"control"
"CDR","e001","D",1993,12,"1",1,0,0,0,0,0,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,4,1,1,1,0,"mult_nutrient"
"CDR","e001","D",1993,12,"2",1,0,0,0,0,1.02,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,0,1,0,"mult_nutrient"
"CDR","e001","D",1993,12,"3",1,0,0,0,0,2.04,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,0,1,0,"mult_nutrient"
"CDR","e001","D",1993,12,"4",1,0,0,0,0,3.4,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,0,1,0,"mult_nutrient"
"CDR","e001","D",1993,12,"5",1,0,0,0,0,5.44,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,0,1,0,"mult_nutrient"
"CDR","e001","D",1993,12,"6",1,0,0,0,0,9.52,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,0,1,0,"mult_nutrient"
"CDR","e001","D",1993,12,"7",1,0,0,0,0,17,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,0,1,0,"mult_nutrient"
"CDR","e001","D",1993,12,"8",1,0,0,0,0,27.2,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,1,1,0,"mult_nutrient"
"CDR","e001","D",1993,12,"9",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"0","0",0,0,0,0,0,1,1,1,0,"control"
"CDR","e001","D",1994,13,"1",1,0,0,0,0,0,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,4,1,1,1,0,"mult_nutrient"
"CDR","e001","D",1994,13,"2",1,0,0,0,0,1.02,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,0,1,0,"mult_nutrient"
"CDR","e001","D",1994,13,"3",1,0,0,0,0,2.04,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,0,1,0,"mult_nutrient"
"CDR","e001","D",1994,13,"4",1,0,0,0,0,3.4,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,0,1,0,"mult_nutrient"
"CDR","e001","D",1994,13,"5",1,0,0,0,0,5.44,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,0,1,0,"mult_nutrient"
"CDR","e001","D",1994,13,"6",1,0,0,0,0,9.52,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,0,1,0,"mult_nutrient"
"CDR","e001","D",1994,13,"7",1,0,0,0,0,17,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,0,1,0,"mult_nutrient"
"CDR","e001","D",1994,13,"8",1,0,0,0,0,27.2,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,1,1,0,"mult_nutrient"
"CDR","e001","D",1994,13,"9",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"0","0",0,0,0,0,0,1,1,1,0,"control"
"CDR","e001","D",1995,14,"1",1,0,0,0,0,0,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,4,1,1,1,0,"mult_nutrient"
"CDR","e001","D",1995,14,"2",1,0,0,0,0,1.02,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,0,1,0,"mult_nutrient"
"CDR","e001","D",1995,14,"3",1,0,0,0,0,2.04,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,0,1,0,"mult_nutrient"
"CDR","e001","D",1995,14,"4",1,0,0,0,0,3.4,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,0,1,0,"mult_nutrient"
"CDR","e001","D",1995,14,"5",1,0,0,0,0,5.44,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,0,1,0,"mult_nutrient"
"CDR","e001","D",1995,14,"6",1,0,0,0,0,9.52,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,0,1,0,"mult_nutrient"
"CDR","e001","D",1995,14,"7",1,0,0,0,0,17,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,0,1,0,"mult_nutrient"
"CDR","e001","D",1995,14,"8",1,0,0,0,0,27.2,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,1,1,0,"mult_nutrient"
"CDR","e001","D",1995,14,"9",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"0","0",0,0,0,0,0,1,1,1,0,"control"
"CDR","e001","D",1996,15,"1",1,0,0,0,0,0,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,4,1,1,1,0,"mult_nutrient"
"CDR","e001","D",1996,15,"2",1,0,0,0,0,1.02,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,0,1,0,"mult_nutrient"
"CDR","e001","D",1996,15,"3",1,0,0,0,0,2.04,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,0,1,0,"mult_nutrient"
"CDR","e001","D",1996,15,"4",1,0,0,0,0,3.4,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,0,1,0,"mult_nutrient"
"CDR","e001","D",1996,15,"5",1,0,0,0,0,5.44,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,0,1,0,"mult_nutrient"
"CDR","e001","D",1996,15,"6",1,0,0,0,0,9.52,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,0,1,0,"mult_nutrient"
"CDR","e001","D",1996,15,"7",1,0,0,0,0,17,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,0,1,0,"mult_nutrient"
"CDR","e001","D",1996,15,"8",1,0,0,0,0,27.2,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,1,1,0,"mult_nutrient"
"CDR","e001","D",1996,15,"9",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"0","0",0,0,0,0,0,1,1,1,0,"control"
"CDR","e001","D",1997,16,"1",1,0,0,0,0,0,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,4,1,1,1,0,"mult_nutrient"
"CDR","e001","D",1997,16,"2",1,0,0,0,0,1.02,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,0,1,0,"mult_nutrient"
"CDR","e001","D",1997,16,"3",1,0,0,0,0,2.04,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,0,1,0,"mult_nutrient"
"CDR","e001","D",1997,16,"4",1,0,0,0,0,3.4,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,0,1,0,"mult_nutrient"
"CDR","e001","D",1997,16,"5",1,0,0,0,0,5.44,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,0,1,0,"mult_nutrient"
"CDR","e001","D",1997,16,"6",1,0,0,0,0,9.52,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,0,1,0,"mult_nutrient"
"CDR","e001","D",1997,16,"7",1,0,0,0,0,17,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,0,1,0,"mult_nutrient"
"CDR","e001","D",1997,16,"8",1,0,0,0,0,27.2,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,1,1,0,"mult_nutrient"
"CDR","e001","D",1997,16,"9",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"0","0",0,0,0,0,0,1,1,1,0,"control"
"CDR","e001","D",1998,17,"1",1,0,0,0,0,0,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,4,1,1,1,0,"mult_nutrient"
"CDR","e001","D",1998,17,"2",1,0,0,0,0,1.02,4.6,6.1,0,0,0,0,0,0,1,"micronutrients and lime added","0",0,0,0,0,5,1,0,1,0,"mult_nutrient"
